主人公	……何をやってるんだろう、これは。
主人公	目の前にいる姉の姿に、僕は素直に首を傾げた。声をかけるべきか、それともそっとしておくべきか、正直悩む。
主人公	とはいえ、このまま放置しておくのもちょっと気が引ける。ここは素直に声をかけておくべきだろう。
大地	あま姉、何やってるの？
主人公	僕は、更衣室へと向かう通路の入り口、その前に置かれた観葉植物の後ろに身体を隠したあま姉に声をかけた。
天音	大くん、し～っ
主人公	唇に指を当て、お静かにと注意するあま姉。もし僕があま姉の知り合いでなかったら、間違いなく怪しい人物として筆頭にあげただろう。
大地	……あま姉、静かにしたところでもうやたらと目立ってるよ
天音	そんなことないわよ。このちんまい身体をいかした実に見事な隠密行動。あたしの灰色の脳細胞が導きだした完璧な作戦っ
大地	いやあ、どっちかというと、七色に輝くおめでたい脳細胞って感じだけどなあ
天音	お姉ちゃん、そんなこと言う心ない人間に大くんを育てた覚えないわよっ
天音	……むう
主人公	あま姉は拗ねたように頬を膨らますと、頬を赤らめながら観葉植物の後ろから出てきた。
天音	まったく、すっかりずるっこい子に育っちゃって。お姉ちゃん悲しい
天音	あー、でもやっぱりかわいかっこいいぞ、この弟めーっ
大地	うわっ。あま姉、抱きつくの無し！　じゃなくてやっぱり有り！
主人公	胸なんかなくっても、この温もりでご飯三杯はいける！
天音	よーし、大くんパワーを思う存分充填したところで、再び調査に入るわよ
大地	あま姉……
主人公	これは多分、この状況に自分が気に入ってるんだな、きっと。
大地	うん、頑張って……
主人公	ここは邪魔をしないでおこう。したら多分僕の負けだ。
主人公	そうして立ち去ろうと振り返ったところで、手すりにタオルが一枚引っかけられてるのに気付いた。
大地	タオル？　これってあま姉の？
天音	ああ、そのタオル星ちゃんのよ。ずっと置きっぱなしなの
大地	忘れ物？　それなら届けてあげた方が
天音	んー、でも本人気付いてるみたいよ、ほら
主人公	視線で、プールの方を示すあま姉。同じ方角に視線を向けると、そこにはプールサイドに腰掛けている星亜の姿があった。
主人公	時々様子を確認するように、こっちの方へと視線を少しだけ向けてくる。
主人公	どうやらプールで泳いでるフリをして、ちゃんと更衣室の方を探っているみたいだ。
大地	さすがだなあ……
主人公	僕も、ちゃんと調査を続けよう。
